SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BALMLAWRIE, EQ, 01-Oct-2018, 187.55, 189.00, 189.00, 181.65, 185.60, 185.95, 184.17, 80957, 149.10, 1857, 47230, 58.34
BALPHARMA, EQ, 01-Oct-2018, 83.70, 84.60, 84.60, 76.00, 80.50, 79.65, 78.39, 53641, 42.05, 1077, 27349, 50.99
BALRAMCHIN, EQ, 01-Oct-2018, 71.05, 70.10, 74.00, 65.00, 73.90, 73.35, 70.98, 6019067, 4272.58, 28291, 1772502, 29.45
BANARBEADS, EQ, 01-Oct-2018, 45.15, 48.90, 48.90, 43.25, 44.40, 43.80, 44.17, 2688, 1.19, 29, 1441, 53.61
BANARISUG, EQ, 01-Oct-2018, 1532.35, 1453.15, 1560.00, 1453.15, 1560.00, 1556.25, 1527.67, 348, 5.32, 105, 193, 55.46
BANCOINDIA, EQ, 01-Oct-2018, 192.55, 192.00, 192.30, 180.00, 184.00, 185.05, 183.87, 100070, 184.00, 3285, 54533, 54.49
BANDHANBNK, EQ, 01-Oct-2018, 565.25, 475.55, 485.90, 452.20, 452.20, 452.20, 453.84, 4197547, 19050.11, 20893, 2452763, 58.43
BANG, EQ, 01-Oct-2018, 52.10, 54.90, 54.90, 50.10, 51.40, 52.15, 52.16, 18858, 9.84, 218, 7529, 39.92
BANKBARODA, EQ, 01-Oct-2018, 99.50, 99.40, 105.25, 95.40, 104.25, 104.40, 100.29, 29563711, 29649.96, 100476, 4336252, 14.67
BANKBEES, EQ, 01-Oct-2018, 2557.16, 2545.00, 2591.77, 2519.30, 2583.30, 2583.12, 2554.07, 85227, 2176.76, 531, 54710, 64.19
BANKINDIA, EQ, 01-Oct-2018, 76.90, 76.70, 81.20, 73.45, 80.50, 79.15, 77.34, 10042107, 7766.27, 26489, 855235, 8.52
BANSAL, SM, 01-Oct-2018, 62.75, 59.00, 69.00, 59.00, 69.00, 69.00, 64.95, 26000, 16.89, 15, 21000, 80.77
BANSWRAS, EQ, 01-Oct-2018, 62.70, 62.80, 63.50, 59.10, 63.50, 62.10, 61.53, 4499, 2.77, 91, 3487, 77.51
BARTRONICS, EQ, 01-Oct-2018, 7.05, 6.90, 7.00, 6.35, 6.50, 6.45, 6.61, 78593, 5.20, 199, 57602, 73.29
BASF, EQ, 01-Oct-2018, 1868.10, 1853.80, 1875.00, 1788.75, 1830.00, 1828.85, 1820.01, 7916, 144.07, 919, 3851, 48.65
BASML, EQ, 01-Oct-2018, 202.50, 202.50, 204.95, 200.00, 200.10, 200.10, 200.16, 3597, 7.20, 35, 3332, 92.63
BATAINDIA, EQ, 01-Oct-2018, 970.30, 973.00, 974.95, 940.50, 968.10, 967.90, 955.70, 843242, 8058.86, 33376, 283376, 33.61
BAYERCROP, EQ, 01-Oct-2018, 4356.00, 4240.00, 4439.85, 4240.00, 4399.00, 4387.35, 4337.30, 6060, 262.84, 1851, 3742, 61.75
BBL, EQ, 01-Oct-2018, 1144.40, 1138.00, 1162.00, 1088.00, 1155.00, 1154.60, 1123.21, 13665, 153.49, 1414, 6843, 50.08
BBTC, EQ, 01-Oct-2018, 1312.10, 1314.10, 1330.00, 1251.00, 1308.00, 1314.60, 1295.36, 317241, 4109.42, 15956, 93889, 29.60
BDL, EQ, 01-Oct-2018, 280.45, 280.45, 287.95, 275.00, 281.00, 280.35, 279.45, 33282, 93.01, 1887, 18460, 55.47
BEARDSELL, EQ, 01-Oct-2018, 29.25, 32.00, 32.00, 25.70, 28.80, 27.75, 28.22, 5338, 1.51, 125, 1880, 35.22
BEDMUTHA, BE, 01-Oct-2018, 23.05, 22.10, 23.00, 21.90, 22.90, 21.95, 21.97, 10119, 2.22, 48, -, -
BEL, EQ, 01-Oct-2018, 80.30, 80.55, 83.85, 78.10, 82.35, 82.70, 81.30, 9774030, 7946.03, 38625, 2497052, 25.55
BEML, EQ, 01-Oct-2018, 609.50, 608.70, 608.70, 568.00, 584.00, 585.35, 582.73, 1441036, 8397.31, 31601, 156510, 10.86
BEPL, EQ, 01-Oct-2018, 114.00, 117.00, 125.00, 107.00, 121.50, 122.85, 116.97, 986768, 1154.19, 9671, 431847, 43.76
BERGEPAINT, EQ, 01-Oct-2018, 293.05, 290.00, 290.70, 277.20, 286.00, 285.40, 283.48, 812194, 2302.44, 13488, 322854, 39.75
BETA, SM, 01-Oct-2018, 70.60, 73.00, 73.90, 67.00, 71.95, 70.55, 69.91, 12000, 8.39, 13, 10400, 86.67
BFINVEST, EQ, 01-Oct-2018, 264.05, 266.40, 272.80, 242.00, 265.00, 264.50, 257.66, 151054, 389.20, 5430, 34079, 22.56
BFUTILITIE, EQ, 01-Oct-2018, 220.60, 212.95, 223.95, 205.55, 218.00, 218.85, 213.57, 414005, 884.19, 9114, 70481, 17.02
BGLOBAL, BE, 01-Oct-2018, 2.35, 2.35, 2.35, 2.25, 2.25, 2.25, 2.27, 11550, 0.26, 13, -, -
BGRENERGY, EQ, 01-Oct-2018, 54.90, 56.00, 56.00, 51.00, 53.10, 53.10, 52.51, 107333, 56.36, 1300, 41328, 38.50
BHAGERIA, EQ, 01-Oct-2018, 235.30, 236.00, 240.00, 215.00, 225.50, 223.90, 222.84, 32554, 72.54, 1224, 14897, 45.76
BHAGYANGR, BE, 01-Oct-2018, 30.40, 31.50, 31.50, 28.90, 30.50, 30.45, 29.94, 23640, 7.08, 79, -, -
BHAGYAPROP, EQ, 01-Oct-2018, 23.05, 24.65, 24.65, 20.75, 21.00, 21.00, 21.15, 14078, 2.98, 33, 11722, 83.26
BHANDARI, EQ, 01-Oct-2018, 2.10, 2.05, 2.10, 1.90, 2.00, 1.95, 1.98, 315847, 6.26, 227, 261878, 82.91
BHARATFIN, EQ, 01-Oct-2018, 1038.60, 1031.00, 1031.05, 996.25, 1021.55, 1017.30, 1013.02, 2110308, 21377.84, 66581, 1339264, 63.46
BHARATFORG, EQ, 01-Oct-2018, 601.10, 604.80, 629.45, 590.55, 625.45, 625.55, 607.36, 1175862, 7141.77, 24975, 369257, 31.40
BHARATGEAR, EQ, 01-Oct-2018, 160.15, 160.00, 163.30, 152.10, 160.00, 156.50, 156.55, 24664, 38.61, 1024, 11602, 47.04
BHARATIDIL, BZ, 01-Oct-2018, 2.90, 2.90, 2.90, 2.80, 2.90, 2.90, 2.83, 3586, 0.10, 23, -, -
BHARATRAS, EQ, 01-Oct-2018, 6103.50, 5960.00, 6100.00, 5798.35, 6100.00, 5995.05, 5863.09, 3605, 211.36, 801, 2465, 68.38
BHARATWIRE, EQ, 01-Oct-2018, 76.35, 77.80, 77.85, 65.50, 70.00, 69.35, 69.53, 136700, 95.05, 1429, 104526, 76.46
BHARTIARTL, EQ, 01-Oct-2018, 338.55, 339.00, 340.00, 321.70, 324.40, 326.75, 326.95, 9794496, 32022.75, 107729, 6234806, 63.66
BHEL, EQ, 01-Oct-2018, 68.50, 68.40, 71.45, 66.35, 71.20, 71.10, 68.74, 7191129, 4942.84, 23345, 1340566, 18.64
BHUSANSTL, EQ, 01-Oct-2018, 22.95, 23.50, 24.05, 22.30, 24.05, 24.05, 23.22, 1067641, 247.93, 3059, 607049, 56.86
BIGBLOC, EQ, 01-Oct-2018, 63.55, 63.70, 63.70, 57.20, 62.00, 61.60, 60.96, 28376, 17.30, 446, 6609, 23.29
BIL, EQ, 01-Oct-2018, 294.30, 289.95, 294.75, 279.25, 294.70, 294.25, 284.60, 8570, 24.39, 145, 4517, 52.71
BILENERGY, BE, 01-Oct-2018, 0.50, 0.55, 0.55, 0.45, 0.55, 0.50, 0.51, 33179, 0.17, 48, -, -
BILPOWER, BZ, 01-Oct-2018, 0.40, 0.40, 0.40, 0.40, 0.40, 0.40, 0.40, 16679, 0.07, 7, -, -
BINANIIND, EQ, 01-Oct-2018, 82.40, 82.50, 83.55, 76.15, 83.30, 83.10, 80.90, 49775, 40.27, 772, 31464, 63.21
BINDALAGRO, EQ, 01-Oct-2018, 16.80, 16.40, 16.80, 15.50, 16.00, 16.00, 15.88, 59282, 9.42, 147, 32607, 55.00
BIOCON, EQ, 01-Oct-2018, 691.35, 690.00, 692.35, 664.40, 679.80, 679.00, 676.57, 2205399, 14921.07, 50916, 720639, 32.68
BIOFILCHEM, BE, 01-Oct-2018, 8.55, 8.55, 8.55, 8.15, 8.15, 8.15, 8.45, 1441, 0.12, 15, -, -
BIRLACABLE, EQ, 01-Oct-2018, 149.60, 149.70, 155.00, 142.15, 148.60, 149.05, 144.46, 113456, 163.90, 1866, 62371, 54.97
BIRLACORPN, EQ, 01-Oct-2018, 636.50, 631.25, 668.00, 631.10, 664.00, 661.75, 658.85, 78127, 514.74, 4271, 44157, 56.52
BIRLAMONEY, EQ, 01-Oct-2018, 48.25, 46.25, 48.50, 45.85, 47.00, 46.35, 46.11, 68122, 31.41, 504, 48329, 70.94
BKMINDST, EQ, 01-Oct-2018, 10.80, 10.15, 11.15, 9.75, 9.75, 9.75, 9.82, 23485, 2.31, 90, 21722, 92.49
BLBLIMITED, EQ, 01-Oct-2018, 5.05, 5.05, 5.30, 4.80, 5.30, 5.20, 5.09, 38627, 1.97, 73, 29491, 76.35
BLISSGVS, EQ, 01-Oct-2018, 175.75, 173.80, 180.00, 169.00, 175.00, 175.60, 174.61, 201678, 352.14, 2752, 117612, 58.32
BLKASHYAP, EQ, 01-Oct-2018, 29.30, 29.50, 29.55, 27.65, 27.90, 28.50, 28.77, 308958, 88.87, 1018, 210166, 68.02
BLS, EQ, 01-Oct-2018, 136.05, 133.35, 142.70, 130.05, 142.00, 140.30, 134.17, 82454, 110.63, 1573, 50416, 61.14
BLUEBLENDS, EQ, 01-Oct-2018, 5.00, 4.75, 5.10, 4.75, 4.80, 4.80, 4.83, 41561, 2.01, 84, 30703, 73.87
BLUECHIP, BE, 01-Oct-2018, 0.10, 0.10, 0.10, 0.05, 0.10, 0.10, 0.07, 14260, 0.01, 5, -, -
BLUEDART, EQ, 01-Oct-2018, 2998.30, 2955.00, 3000.05, 2850.00, 2940.50, 2940.25, 2908.97, 2313, 67.28, 599, 1511, 65.33
BLUESTARCO, EQ, 01-Oct-2018, 568.20, 568.05, 572.90, 540.00, 553.00, 555.85, 551.59, 289235, 1595.39, 2420, 272705, 94.28
BODALCHEM, EQ, 01-Oct-2018, 99.80, 99.80, 104.50, 95.50, 104.50, 103.30, 100.01, 302853, 302.88, 2569, 222748, 73.55
BOMDYEING, BE, 01-Oct-2018, 167.75, 159.40, 159.40, 159.40, 159.40, 159.40, 159.40, 53733, 85.65, 444, -, -
BOROSIL, EQ, 01-Oct-2018, 268.95, 272.80, 272.80, 251.00, 264.00, 264.45, 257.18, 124159, 319.31, 3371, 45782, 36.87
BOSCHLTD, EQ, 01-Oct-2018, 19934.10, 19800.00, 19948.00, 19351.25, 19860.00, 19784.90, 19650.46, 10967, 2155.07, 3835, 3331, 30.37
BPCL, EQ, 01-Oct-2018, 374.15, 372.00, 372.75, 360.25, 370.00, 368.35, 364.43, 3158157, 11509.36, 39410, 1056702, 33.46
BPL, EQ, 01-Oct-2018, 40.05, 40.20, 40.25, 35.70, 36.90, 37.00, 36.91, 287120, 105.98, 2177, 100635, 35.05
BRFL, BE, 01-Oct-2018, 16.20, 16.85, 16.85, 15.40, 15.50, 15.50, 15.45, 59418, 9.18, 176, -, -
BRIGADE, EQ, 01-Oct-2018, 189.95, 190.05, 194.90, 179.55, 194.35, 190.40, 185.93, 41009, 76.25, 959, 33139, 80.81
BRIGHT, SM, 01-Oct-2018, 38.15, 38.00, 38.85, 37.50, 38.85, 38.85, 38.29, 12000, 4.59, 4, 6000, 50.00
BRITANNIA, EQ, 01-Oct-2018, 5823.50, 5860.00, 5880.00, 5701.00, 5827.00, 5843.55, 5793.24, 172996, 10022.07, 24500, 67773, 39.18
BRNL, EQ, 01-Oct-2018, 151.70, 152.00, 153.50, 137.05, 145.00, 143.00, 144.75, 5754, 8.33, 226, 3752, 65.21
BROOKS, EQ, 01-Oct-2018, 58.15, 60.50, 60.50, 55.65, 57.95, 58.10, 57.13, 25633, 14.65, 440, 15324, 59.78
BSE, EQ, 01-Oct-2018, 683.10, 688.20, 688.20, 668.20, 673.35, 673.65, 676.00, 151582, 1024.69, 7796, 72888, 48.08
BSELINFRA, EQ, 01-Oct-2018, 2.65, 2.65, 2.70, 2.60, 2.65, 2.65, 2.64, 34361, 0.91, 64, 29140, 84.81
BSHSL, SM, 01-Oct-2018, 133.00, 138.00, 138.00, 138.00, 138.00, 138.00, 138.00, 1000, 1.38, 1, 1000, 100.00
BSL, EQ, 01-Oct-2018, 42.50, 40.55, 44.95, 40.50, 41.80, 42.05, 42.07, 11349, 4.77, 93, 7516, 66.23
BSLGOLDETF, EQ, 01-Oct-2018, 2815.00, 2815.00, 2847.00, 2791.00, 2847.00, 2847.00, 2825.42, 193, 5.45, 24, 106, 54.92
BSLIMITED, BZ, 01-Oct-2018, 0.30, 0.30, 0.35, 0.25, 0.30, 0.30, 0.27, 52265, 0.14, 27, -, -
BSLNIFTY, EQ, 01-Oct-2018, 113.00, 118.90, 122.90, 115.00, 116.99, 116.99, 119.19, 768, 0.92, 40, 560, 72.92
BURNPUR, BE, 01-Oct-2018, 3.95, 4.10, 4.10, 3.80, 3.95, 3.85, 3.83, 295822, 11.33, 260, -, -
BUTTERFLY, EQ, 01-Oct-2018, 248.35, 249.00, 249.00, 235.95, 235.95, 235.95, 236.04, 17026, 40.19, 141, 14249, 83.69
BVCL, BE, 01-Oct-2018, 15.75, 15.75, 15.75, 15.00, 15.00, 15.00, 15.41, 2476, 0.38, 18, -, -
BYKE, EQ, 01-Oct-2018, 71.05, 72.75, 80.00, 70.60, 78.55, 78.75, 75.11, 104146, 78.22, 1812, 69996, 67.21
CADILAHC, EQ, 01-Oct-2018, 385.95, 385.00, 398.85, 376.50, 398.00, 396.65, 386.59, 1593399, 6159.99, 24372, 585677, 36.76
CADSYS, SM, 01-Oct-2018, 53.55, 53.50, 53.50, 51.00, 51.00, 51.00, 51.79, 14000, 7.25, 4, 14000, 100.00
CALSOFT, BE, 01-Oct-2018, 38.50, 36.60, 39.95, 36.60, 36.60, 36.60, 36.78, 18273, 6.72, 90, -, -
CAMLINFINE, EQ, 01-Oct-2018, 46.00, 46.90, 46.90, 42.50, 44.75, 44.90, 44.57, 601092, 267.91, 6069, 253674, 42.20
CANBK, EQ, 01-Oct-2018, 220.85, 219.00, 235.00, 213.55, 234.00, 232.80, 223.20, 9788027, 21846.62, 59707, 457508, 4.67
CANDC, EQ, 01-Oct-2018, 27.30, 27.10, 27.10, 25.95, 25.95, 25.95, 26.02, 40837, 10.63, 108, 34724, 85.03
CANFINHOME, EQ, 01-Oct-2018, 237.60, 237.00, 266.65, 229.40, 259.60, 261.70, 249.62, 4532697, 11314.65, 73036, 1017095, 22.44
CANTABIL, EQ, 01-Oct-2018, 147.65, 146.10, 146.10, 132.90, 135.50, 134.70, 135.02, 66661, 90.00, 869, 26440, 39.66
CAPACITE, EQ, 01-Oct-2018, 220.20, 214.60, 217.65, 199.95, 210.10, 210.55, 208.04, 81113, 168.75, 2292, 50587, 62.37
CAPF, EQ, 01-Oct-2018, 490.00, 485.10, 506.90, 474.35, 505.05, 503.95, 490.93, 629212, 3088.99, 13335, 157228, 24.99
CAPLIPOINT, EQ, 01-Oct-2018, 410.95, 412.00, 431.00, 412.00, 429.00, 427.55, 422.32, 47649, 201.23, 1857, 32671, 68.57
CAPTRUST, EQ, 01-Oct-2018, 278.10, 276.05, 278.95, 242.00, 278.95, 277.45, 256.06, 8028, 20.56, 289, 5144, 64.08
CARBORUNIV, EQ, 01-Oct-2018, 385.05, 388.00, 395.10, 366.50, 386.65, 389.65, 381.28, 99015, 377.53, 2624, 47504, 47.98
CAREERP, EQ, 01-Oct-2018, 69.75, 69.05, 69.05, 65.30, 67.50, 67.50, 66.99, 18218, 12.20, 203, 10780, 59.17
CARERATING, EQ, 01-Oct-2018, 1186.75, 1186.75, 1208.00, 1175.00, 1184.00, 1182.15, 1185.95, 24370, 289.02, 3552, 17276, 70.89
CASTEXTECH, EQ, 01-Oct-2018, 1.25, 1.25, 1.30, 1.20, 1.20, 1.20, 1.21, 527054, 6.35, 1362, 269728, 51.18
CASTROLIND, EQ, 01-Oct-2018, 142.85, 142.10, 146.45, 139.00, 146.45, 145.55, 142.72, 1156003, 1649.80, 22787, 475666, 41.15
CCCL, EQ, 01-Oct-2018, 2.05, 2.00, 2.10, 1.90, 2.10, 2.05, 1.98, 173350, 3.44, 90, 147065, 84.84
CCHHL, EQ, 01-Oct-2018, 7.65, 7.90, 7.90, 7.05, 7.50, 7.65, 7.50, 86550, 6.49, 261, 61863, 71.48
CCL, EQ, 01-Oct-2018, 251.45, 252.80, 253.05, 245.90, 249.00, 250.10, 248.51, 24784, 61.59, 1401, 14749, 59.51
CDSL, EQ, 01-Oct-2018, 224.70, 225.20, 226.50, 204.50, 219.55, 219.85, 218.37, 230334, 502.98, 6678, 117586, 51.05
CEATLTD, EQ, 01-Oct-2018, 1141.05, 1140.00, 1142.30, 1085.05, 1131.30, 1133.50, 1112.35, 612116, 6808.89, 21002, 53906, 8.81
CEBBCO, EQ, 01-Oct-2018, 13.75, 13.30, 14.00, 12.05, 13.50, 13.55, 12.84, 58712, 7.54, 227, 29874, 50.88
CELEBRITY, EQ, 01-Oct-2018, 8.85, 8.45, 8.55, 7.85, 8.35, 8.40, 8.36, 42251, 3.53, 109, 39560, 93.63
CELESTIAL, EQ, 01-Oct-2018, 13.80, 13.80, 13.95, 12.30, 13.95, 13.65, 13.34, 62382, 8.32, 331, 38636, 61.93
CENTENKA, EQ, 01-Oct-2018, 254.90, 255.00, 259.00, 241.00, 252.00, 252.55, 249.31, 49675, 123.85, 1695, 20310, 40.89
CENTEXT, EQ, 01-Oct-2018, 6.20, 6.15, 6.40, 5.60, 6.20, 6.25, 5.92, 324303, 19.21, 598, 224583, 69.25
CENTRALBK, EQ, 01-Oct-2018, 41.15, 41.10, 41.80, 39.50, 40.35, 40.70, 40.64, 793886, 322.62, 3933, 389723, 49.09
CENTRUM, EQ, 01-Oct-2018, 33.25, 33.25, 36.50, 30.00, 36.50, 35.60, 33.61, 419828, 141.11, 2018, 276931, 65.96
CENTUM, EQ, 01-Oct-2018, 410.15, 401.00, 409.95, 388.50, 396.00, 397.10, 393.75, 1543, 6.08, 195, 949, 61.50
CENTURYPLY, EQ, 01-Oct-2018, 180.55, 175.15, 178.50, 171.20, 176.95, 176.20, 174.59, 163603, 285.64, 3044, 78161, 47.77
CENTURYTEX, EQ, 01-Oct-2018, 821.55, 813.00, 839.00, 774.00, 835.30, 836.10, 806.42, 922020, 7435.31, 22237, 139176, 15.09
CERA, EQ, 01-Oct-2018, 2567.15, 2567.25, 2583.30, 2392.00, 2455.00, 2481.40, 2444.03, 35311, 863.01, 8237, 17850, 50.55
CEREBRAINT, EQ, 01-Oct-2018, 30.85, 29.40, 32.35, 29.35, 32.35, 32.35, 31.22, 658015, 205.46, 1249, 262634, 39.91
CES1RPG, MF, 01-Oct-2018, 9.04, 9.04, 9.05, 8.55, 9.05, 9.05, 8.84, 204930, 18.12, 50, 178200, 86.96
CESC, EQ, 01-Oct-2018, 820.85, 812.00, 870.50, 800.55, 867.40, 866.60, 832.47, 781639, 6506.94, 21794, 215012, 27.51
CGCL, EQ, 01-Oct-2018, 95.80, 95.10, 95.70, 90.60, 93.00, 92.15, 92.45, 23047, 21.31, 447, 15877, 68.89
CGPOWER, EQ, 01-Oct-2018, 44.80, 45.10, 46.00, 42.95, 45.55, 45.70, 44.49, 2632443, 1171.12, 6617, 327053, 12.42
CHAMBLFERT, EQ, 01-Oct-2018, 151.55, 150.00, 151.05, 145.10, 150.00, 148.15, 146.85, 407014, 597.69, 7338, 259969, 63.87
CHEMFAB, EQ, 01-Oct-2018, 168.55, 167.00, 168.50, 155.05, 164.00, 165.50, 164.06, 5743, 9.42, 135, 2966, 51.65
CHENNPETRO, EQ, 01-Oct-2018, 278.40, 279.00, 283.00, 270.30, 282.00, 281.65, 277.06, 294777, 816.70, 7651, 65169, 22.11
CHOLAFIN, EQ, 01-Oct-2018, 1166.75, 1173.50, 1239.15, 1121.00, 1237.00, 1235.35, 1184.16, 469653, 5561.46, 24272, 272573, 58.04
CHROMATIC, BE, 01-Oct-2018, 1.15, 1.10, 1.10, 1.10, 1.10, 1.10, 1.10, 15833, 0.17, 16, -, -
CIGNITITEC, EQ, 01-Oct-2018, 360.55, 362.00, 371.00, 350.00, 352.25, 359.45, 360.98, 19397, 70.02, 601, 12208, 62.94
CIMMCO, EQ, 01-Oct-2018, 45.45, 45.20, 46.50, 41.00, 44.00, 44.30, 42.49, 36655, 15.58, 505, 24582, 67.06
CINELINE, EQ, 01-Oct-2018, 45.05, 45.05, 45.05, 41.00, 42.50, 42.50, 42.58, 46175, 19.66, 360, 21423, 46.40
CINEVISTA, BE, 01-Oct-2018, 6.05, 5.85, 6.30, 5.85, 6.00, 6.05, 6.16, 13410, 0.83, 11, -, -
CIPLA, EQ, 01-Oct-2018, 654.05, 653.05, 659.00, 643.50, 657.00, 654.15, 649.79, 1309530, 8509.20, 27473, 371581, 28.38
CKPLEISURE, SM, 01-Oct-2018, 12.00, 11.00, 11.00, 9.60, 9.60, 9.60, 10.11, 16000, 1.62, 4, 8000, 50.00
CLEDUCATE, EQ, 01-Oct-2018, 125.25, 123.00, 125.95, 115.50, 117.10, 120.15, 120.81, 2212, 2.67, 133, 1602, 72.42
CLNINDIA, EQ, 01-Oct-2018, 415.85, 412.35, 423.00, 408.60, 423.00, 420.90, 417.13, 17380, 72.50, 647, 12752, 73.37
CMICABLES, EQ, 01-Oct-2018, 142.35, 144.80, 144.80, 131.15, 135.35, 136.30, 135.60, 46722, 63.36, 1473, 19416, 41.56
CMMIPL, SM, 01-Oct-2018, 20.65, 20.05, 20.05, 19.65, 19.65, 19.65, 19.78, 9000, 1.78, 3, 9000, 100.00
COALINDIA, EQ, 01-Oct-2018, 266.25, 266.25, 274.00, 262.80, 271.95, 272.80, 268.58, 2087868, 5607.59, 43953, 777569, 37.24
COCHINSHIP, EQ, 01-Oct-2018, 390.10, 380.80, 390.00, 378.00, 390.00, 387.70, 382.79, 77179, 295.43, 3212, 41418, 53.66
COFFEEDAY, EQ, 01-Oct-2018, 282.35, 275.10, 280.00, 269.50, 272.70, 272.95, 273.93, 179600, 491.98, 2182, 107621, 59.92
COLPAL, EQ, 01-Oct-2018, 1081.45, 1081.55, 1109.00, 1081.55, 1088.00, 1093.15, 1098.59, 635441, 6980.89, 19192, 355853, 56.00
COMPINFO, EQ, 01-Oct-2018, 27.40, 26.50, 28.95, 25.00, 25.50, 25.55, 26.09, 187840, 49.01, 655, 156493, 83.31
COMPUSOFT, EQ, 01-Oct-2018, 11.15, 10.90, 11.30, 10.80, 10.95, 10.95, 10.97, 29090, 3.19, 86, 22948, 78.89
CONCOR, EQ, 01-Oct-2018, 627.45, 629.75, 659.00, 616.20, 649.00, 652.25, 640.85, 759458, 4867.02, 37934, 343819, 45.27
CONSOFINVT, EQ, 01-Oct-2018, 55.05, 53.00, 57.00, 53.00, 55.00, 54.95, 55.55, 6078, 3.38, 31, 6013, 98.93
CONTROLPR, EQ, 01-Oct-2018, 343.65, 339.90, 348.75, 330.00, 345.00, 345.90, 337.73, 14315, 48.35, 466, 10925, 76.32
CORALFINAC, EQ, 01-Oct-2018, 15.75, 15.75, 16.95, 14.60, 16.10, 16.10, 16.08, 11295, 1.82, 110, 7603, 67.31
CORDSCABLE, EQ, 01-Oct-2018, 60.40, 64.50, 64.50, 56.00, 59.30, 58.95, 58.26, 20976, 12.22, 228, 17850, 85.10
COROMANDEL, EQ, 01-Oct-2018, 403.95, 404.95, 404.95, 387.05, 392.30, 393.65, 394.47, 108536, 428.14, 9645, 69190, 63.75
CORPBANK, EQ, 01-Oct-2018, 24.85, 24.50, 25.00, 24.10, 24.95, 24.80, 24.59, 136033, 33.45, 943, 66241, 48.69
COSMOFILMS, EQ, 01-Oct-2018, 218.45, 218.00, 234.45, 210.00, 233.00, 226.00, 217.66, 25292, 55.05, 975, 14341, 56.70
COUNCODOS, EQ, 01-Oct-2018, 2.65, 2.55, 2.55, 2.55, 2.55, 2.55, 2.55, 1741, 0.04, 9, 1741, 100.00
COX&KINGS, EQ, 01-Oct-2018, 168.20, 167.00, 194.70, 134.60, 186.10, 173.65, 158.40, 374569, 593.33, 5570, 184768, 49.33
CPSEETF, EQ, 01-Oct-2018, 26.57, 26.59, 27.04, 26.25, 26.45, 26.96, 26.64, 792962, 211.24, 1142, 646058, 81.47
CREATIVE, SM, 01-Oct-2018, 105.80, 100.55, 100.55, 100.55, 100.55, 100.55, 100.55, 4800, 4.83, 3, 4800, 100.00
CREDITACC, EQ, 01-Oct-2018, 293.40, 286.00, 300.00, 275.00, 294.10, 295.35, 284.81, 72722, 207.12, 6832, 39122, 53.80
CREST, EQ, 01-Oct-2018, 160.20, 155.20, 159.95, 148.15, 154.15, 154.20, 153.40, 41272, 63.31, 1120, 14312, 34.68
CRISIL, EQ, 01-Oct-2018, 1756.15, 1722.00, 1740.05, 1699.10, 1714.00, 1709.40, 1708.21, 12126, 207.14, 2332, 8856, 73.03
CRMFGETF, EQ, 01-Oct-2018, 2601.00, 2884.00, 2884.00, 2625.00, 2625.00, 2625.00, 2754.50, 10, 0.28, 2, 10, 100.00
CROMPTON, EQ, 01-Oct-2018, 223.90, 221.90, 221.90, 215.45, 218.60, 219.60, 217.42, 1046963, 2276.31, 24420, 763368, 72.91
CROWN, SM, 01-Oct-2018, 58.80, 55.90, 55.90, 55.90, 55.90, 55.90, 55.90, 1000, 0.56, 1, 1000, 100.00
CTE, EQ, 01-Oct-2018, 50.00, 48.80, 51.95, 47.50, 49.20, 48.55, 49.23, 4182, 2.06, 65, 2954, 70.64
CUB, EQ, 01-Oct-2018, 177.75, 176.05, 178.30, 170.25, 171.10, 171.95, 172.96, 598024, 1034.37, 6531, 366166, 61.23
CUBEXTUB, EQ, 01-Oct-2018, 13.00, 12.50, 12.90, 12.40, 12.90, 12.90, 12.51, 886, 0.11, 9, 786, 88.71
CUMMINSIND, EQ, 01-Oct-2018, 673.10, 678.10, 683.70, 660.10, 669.00, 669.05, 670.79, 226979, 1522.55, 8531, 101404, 44.68
CUPID, EQ, 01-Oct-2018, 179.35, 180.00, 181.35, 147.10, 176.00, 173.05, 167.19, 47169, 78.86, 1580, 24335, 51.59
CURATECH, BE, 01-Oct-2018, 3.65, 3.65, 3.65, 3.65, 3.65, 3.65, 3.65, 1, 0.00, 1, -, -
CYBERMEDIA, EQ, 01-Oct-2018, 8.10, 8.00, 8.50, 8.00, 8.50, 8.50, 8.02, 1050, 0.08, 2, 1050, 100.00
CYBERTECH, EQ, 01-Oct-2018, 39.65, 38.65, 38.95, 36.25, 37.70, 37.75, 37.84, 16117, 6.10, 103, 8383, 52.01
CYIENT, EQ, 01-Oct-2018, 745.20, 749.90, 769.85, 728.70, 768.80, 760.55, 748.59, 146835, 1099.19, 4661, 52810, 35.97
DAAWAT, EQ, 01-Oct-2018, 45.50, 45.85, 45.90, 39.05, 45.65, 44.65, 43.13, 785483, 338.80, 5038, 349929, 44.55
DABUR, EQ, 01-Oct-2018, 426.90, 425.00, 441.00, 423.05, 438.95, 439.25, 433.83, 1829837, 7938.32, 40529, 777169, 42.47
DALMIABHA, EQ, 01-Oct-2018, 2319.95, 2319.00, 2337.30, 2237.40, 2294.00, 2316.90, 2290.22, 95474, 2186.56, 14965, 28951, 30.32
